Datetime,Hour,DayOfWeek,Month,Temperature,Production_Level,Energy_MW
2020-01-07 18:00:00,18,1,1,18.367149008388793,1,2355.44
2020-01-07 19:00:00,19,1,1,24.376909707971283,1,2307.18
2020-01-07 20:00:00,20,1,1,33.062850866242144,2,2891.2
2020-01-07 21:00:00,21,1,1,25.25668111371474,3,3052.58
2020-01-07 22:00:00,22,1,1,40.5841208172301,2,3046.86
2020-01-07 23:00:00,23,1,1,21.92080540957455,3,2988.5
2020-01-08 00:00:00,0,2,1,25.43165449988916,1,2445.12
2020-01-08 01:00:00,1,2,1,41.7376639422457,2,3153.27
2020-01-08 02:00:00,2,2,1,17.414721936653805,3,2898.07
2020-01-08 03:00:00,3,2,1,31.055752019139252,1,2571.74
2020-01-08 04:00:00,4,2,1,21.78444629563211,3,2931.46
2020-01-08 05:00:00,5,2,1,38.82336379448678,2,2875.88
2020-01-08 06:00:00,6,2,1,41.30583981442147,1,2722.7
2020-01-08 07:00:00,7,2,1,28.796056323170255,3,3039.92
2020-01-08 08:00:00,8,2,1,26.69208675211045,2,2780.01
2020-01-08 09:00:00,9,2,1,26.671784841493945,1,2463.11
2020-01-08 10:00:00,10,2,1,15.589533319293055,2,2525.1
2020-01-08 11:00:00,11,2,1,24.37405950189296,2,2708.51
2020-01-08 12:00:00,12,2,1,17.432948443397393,2,2610.04
2020-01-08 13:00:00,13,2,1,33.80722198140122,2,2887.36
2020-01-08 14:00:00,14,2,1,39.12537697194752,2,2949.2
2020-01-08 15:00:00,15,2,1,35.05355848869209,1,2642.67
2020-01-08 16:00:00,16,2,1,29.02455529394752,3,3085.72
2020-01-08 17:00:00,17,2,1,29.81542071825902,3,3120.94
2020-01-08 18:00:00,18,2,1,39.645049361049146,1,2701.61
2020-01-08 19:00:00,19,2,1,40.42396956353858,2,3013.26
2020-01-08 20:00:00,20,2,1,26.594488890642122,1,2327.67
2020-01-08 21:00:00,21,2,1,18.339751411169754,3,2863.33
2020-01-08 22:00:00,22,2,1,37.92281066745265,2,2954.68
2020-01-08 23:00:00,23,2,1,18.392094554412402,2,2569.04
2020-01-09 00:00:00,0,3,1,19.37233242357094,1,2314.63
2020-01-09 01:00:00,1,3,1,20.47744474754074,3,2806.95
2020-01-09 02:00:00,2,3,1,19.29709737363403,2,2605.76
2020-01-09 03:00:00,3,3,1,37.98322542550436,1,2689.1
2020-01-09 04:00:00,4,3,1,41.667288640080045,1,2821.49
2020-01-09 05:00:00,5,3,1,16.384221674595246,3,2856.99
2020-01-09 06:00:00,6,3,1,21.49326643704057,3,2974.71
2020-01-09 07:00:00,7,3,1,18.653393991265467,2,2466.1
2020-01-09 08:00:00,8,3,1,29.819008378687574,2,2836.66
2020-01-09 09:00:00,9,3,1,24.81985363711992,2,2669.34
2020-01-09 10:00:00,10,3,1,27.36564617046497,3,3063.41
2020-01-09 11:00:00,11,3,1,22.14000934372742,2,2572.29
2020-01-09 12:00:00,12,3,1,41.69306005587244,1,2742.81
2020-01-09 13:00:00,13,3,1,31.000403864185035,3,3176.74
2020-01-09 14:00:00,14,3,1,41.02904534395681,1,2669.89
2020-01-09 15:00:00,15,3,1,16.653914395144024,3,2776.11
2020-01-09 16:00:00,16,3,1,21.159592817367788,3,2945.82
2020-01-09 17:00:00,17,3,1,31.9793928774219,2,2864.64
2020-01-09 18:00:00,18,3,1,21.449498302081103,2,2644.31
2020-01-09 19:00:00,19,3,1,30.42681584494157,2,2850.51
2020-01-09 20:00:00,20,3,1,32.19793236177732,2,2809.66
2020-01-09 21:00:00,21,3,1,34.097481972388636,3,3137.71
2020-01-09 22:00:00,22,3,1,19.938415831669197,2,2594.15
2020-01-09 23:00:00,23,3,1,31.496032960916665,2,2841.36
2020-01-10 00:00:00,0,4,1,33.18063374250312,3,3184.95
2020-01-10 01:00:00,1,4,1,27.790546953959314,2,2817.36
2020-01-10 02:00:00,2,4,1,39.48589891801129,2,2986.82
2020-01-10 03:00:00,3,4,1,26.907439339959616,1,2411.31
2020-01-10 04:00:00,4,4,1,39.16390029796582,3,3197.94
2020-01-10 05:00:00,5,4,1,41.00310365591125,3,3280.49
2020-01-10 06:00:00,6,4,1,32.96620412454586,2,2853.65
2020-01-10 07:00:00,7,4,1,29.891150457696895,3,3141.67
2020-01-10 08:00:00,8,4,1,22.446977884134192,3,2980.68
2020-01-10 09:00:00,9,4,1,18.660124405146796,1,2264.16
2020-01-10 10:00:00,10,4,1,30.567533627270834,1,2484.06
2020-01-10 11:00:00,11,4,1,18.458305538125977,2,2504.75
2020-01-10 12:00:00,12,4,1,23.68150944173623,2,2699.94
2020-01-10 13:00:00,13,4,1,38.66169753208361,2,2991.5
2020-01-10 14:00:00,14,4,1,38.04417621952841,3,3280.44
2020-01-10 15:00:00,15,4,1,35.81264667509528,1,2578.92
2020-01-10 16:00:00,16,4,1,29.560562412127744,2,2877.56
2020-01-10 17:00:00,17,4,1,24.26475699517124,1,2347.09
2020-01-10 18:00:00,18,4,1,18.987998110625846,3,2883.32
2020-01-10 19:00:00,19,4,1,39.5366907068218,3,3370.86
2020-01-10 20:00:00,20,4,1,26.995708041985388,2,2798.11
2020-01-10 21:00:00,21,4,1,27.046148189270003,3,3009.24
2020-01-10 22:00:00,22,4,1,26.146839453863542,1,2446.34
2020-01-10 23:00:00,23,4,1,29.363478927587757,3,3103.51
2020-01-11 00:00:00,0,5,1,27.879431301351993,3,3086.87
2020-01-11 01:00:00,1,5,1,15.402866112376808,2,2502.49
2020-01-11 02:00:00,2,5,1,38.72868188204548,1,2643.5
2020-01-11 03:00:00,3,5,1,40.72567456246394,2,2999.0
2020-01-11 04:00:00,4,5,1,17.60734065869839,3,2946.03
2020-01-11 05:00:00,5,5,1,32.90135377880007,2,2773.44
2020-01-11 06:00:00,6,5,1,38.48323145726533,3,3336.8
2020-01-11 07:00:00,7,5,1,29.885966290159267,3,3082.21
2020-01-11 08:00:00,8,5,1,36.51648775713734,2,2906.47
2020-01-11 09:00:00,9,5,1,30.41140658171782,2,2748.0
2020-01-11 10:00:00,10,5,1,28.67090434311225,2,2758.67
2020-01-11 11:00:00,11,5,1,29.27514957163438,3,3061.16
2020-01-11 12:00:00,12,5,1,17.858972632507168,2,2617.52
2020-01-11 13:00:00,13,5,1,15.594328779459321,2,2532.7
2020-01-11 14:00:00,14,5,1,35.94474349868655,2,2895.06
2020-01-11 15:00:00,15,5,1,30.044031194010188,2,2776.11
2020-01-11 16:00:00,16,5,1,23.53407549406692,2,2660.97
2020-01-11 17:00:00,17,5,1,19.390349028878262,1,2320.42
2020-01-11 18:00:00,18,5,1,29.681397787885494,2,2843.57
2020-01-11 19:00:00,19,5,1,38.41696958096972,2,2898.45
2020-01-11 20:00:00,20,5,1,16.78360851392947,1,2267.72
2020-01-11 21:00:00,21,5,1,21.0990984984283,2,2717.86
2020-01-11 22:00:00,22,5,1,33.88940998787615,2,2852.68
2020-01-11 23:00:00,23,5,1,21.325673597676236,1,2367.42
2020-01-12 00:00:00,0,6,1,25.282396656258747,1,2479.48
2020-01-12 01:00:00,1,6,1,15.026826887593419,3,2687.06
2020-01-12 02:00:00,2,6,1,21.1473673338528,2,2629.33
2020-01-12 03:00:00,3,6,1,33.856911117561225,3,3244.65
2020-01-12 04:00:00,4,6,1,31.151365427111656,2,2858.06
2020-01-12 05:00:00,5,6,1,35.39909635382937,2,2898.25
2020-01-12 06:00:00,6,6,1,28.94946812103896,3,3062.55
2020-01-12 07:00:00,7,6,1,23.690924389265987,1,2392.39
2020-01-12 08:00:00,8,6,1,26.726892134276632,3,3055.94
2020-01-12 09:00:00,9,6,1,17.934998954074295,2,2496.63
2020-01-12 10:00:00,10,6,1,17.910087406480745,2,2492.99
2020-01-12 11:00:00,11,6,1,39.371866037902294,3,3245.66
2020-01-12 12:00:00,12,6,1,30.351368718716436,3,3035.79
2020-01-12 13:00:00,13,6,1,21.7556491334927,3,2904.34
2020-01-12 14:00:00,14,6,1,39.175916796239186,1,2660.57
2020-01-12 15:00:00,15,6,1,29.4942912532948,1,2544.62
2020-01-12 16:00:00,16,6,1,27.898676890924953,2,2770.39
2020-01-12 17:00:00,17,6,1,35.424858015781965,3,3191.78
2020-01-12 18:00:00,18,6,1,39.26773940419531,2,3018.47
2020-01-12 19:00:00,19,6,1,35.820651502198025,3,3114.75
2020-01-12 20:00:00,20,6,1,34.14375796299447,3,3073.01
2020-01-12 21:00:00,21,6,1,34.712319607782504,3,3271.76
2020-01-12 22:00:00,22,6,1,41.01831651268091,2,2922.4
2020-01-12 23:00:00,23,6,1,19.449271479301913,2,2599.26
2020-01-13 00:00:00,0,0,1,30.50704532184882,1,2531.87
2020-01-13 01:00:00,1,0,1,16.354358729917283,3,2835.44
2020-01-13 02:00:00,2,0,1,31.09069598987252,2,2809.6
2020-01-13 03:00:00,3,0,1,22.95638013646378,1,2352.77
2020-01-13 04:00:00,4,0,1,32.506242628054785,2,2885.53
2020-01-13 05:00:00,5,0,1,21.75920329041942,1,2246.53
2020-01-13 06:00:00,6,0,1,16.570317698461043,2,2494.22
2020-01-13 07:00:00,7,0,1,34.0201672938238,2,2826.61
2020-01-13 08:00:00,8,0,1,17.849270024245378,1,2226.42
2020-01-13 09:00:00,9,0,1,41.00287211375377,2,2973.85
2020-01-13 10:00:00,10,0,1,40.55044548275877,2,3032.37
2020-01-13 11:00:00,11,0,1,36.34320381049179,1,2730.58
2020-01-13 12:00:00,12,0,1,24.695611484455906,3,3070.39
2020-01-13 13:00:00,13,0,1,36.754187025406125,2,2868.0
2020-01-13 14:00:00,14,0,1,15.892303796609053,2,2465.42
2020-01-13 15:00:00,15,0,1,26.419419681332272,2,2716.47
2020-01-13 16:00:00,16,0,1,32.35830993561372,2,2880.47
2020-01-13 17:00:00,17,0,1,15.371261633885862,1,2274.45
2020-01-13 18:00:00,18,0,1,30.231410086012897,1,2515.76
2020-01-13 19:00:00,19,0,1,29.832465495130727,2,2748.49
2020-01-13 20:00:00,20,0,1,35.220735837995264,2,2936.79
2020-01-13 21:00:00,21,0,1,29.161641213929016,2,2762.29
2020-01-13 22:00:00,22,0,1,15.085537729823166,2,2566.58
2020-01-13 23:00:00,23,0,1,22.54469348637177,1,2349.31
2020-01-14 00:00:00,0,1,1,40.43892677827902,2,2999.5
2020-01-14 01:00:00,1,1,1,33.684433158036114,2,2806.45
2020-01-14 02:00:00,2,1,1,34.36262901212644,1,2548.5
2020-01-14 03:00:00,3,1,1,30.756217822706564,3,3057.38
2020-01-14 04:00:00,4,1,1,29.437927586584713,2,2741.38
2020-01-14 05:00:00,5,1,1,23.518220399198775,2,2677.4
2020-01-14 06:00:00,6,1,1,35.348811532537916,2,2978.0
2020-01-14 07:00:00,7,1,1,18.92063331384437,2,2622.19
2020-01-14 08:00:00,8,1,1,28.906232219418136,2,2738.96
2020-01-14 09:00:00,9,1,1,16.163622357954495,3,2796.52
2020-01-14 10:00:00,10,1,1,33.101098201539784,2,2844.62
2020-01-14 11:00:00,11,1,1,28.74176003878084,2,2808.78
2020-01-14 12:00:00,12,1,1,41.60507609069287,1,2751.99
2020-01-14 13:00:00,13,1,1,41.097017072996096,2,2971.58
2020-01-14 14:00:00,14,1,1,39.259971796346676,2,2942.42
2020-01-14 15:00:00,15,1,1,22.60860393565248,3,2964.1
2020-01-14 16:00:00,16,1,1,28.50290707316605,2,2721.81
2020-01-14 17:00:00,17,1,1,41.34261169105656,2,3081.45
2020-01-14 18:00:00,18,1,1,20.111796462552945,3,2912.88
2020-01-14 19:00:00,19,1,1,37.32943052377584,3,3273.75
2020-01-14 20:00:00,20,1,1,40.92857192619269,1,2740.18
2020-01-14 21:00:00,21,1,1,35.833107724965544,3,3194.4
2020-01-14 22:00:00,22,1,1,16.46849416339429,1,2306.41
2020-01-14 23:00:00,23,1,1,33.66990627455259,1,2552.62
2020-01-15 00:00:00,0,2,1,35.08056822371586,1,2656.4
2020-01-15 01:00:00,1,2,1,32.74744144457455,2,2899.3
2020-01-15 02:00:00,2,2,1,24.4428649246395,3,3075.36
2020-01-15 03:00:00,3,2,1,19.95374620541434,1,2268.54
2020-01-15 04:00:00,4,2,1,15.31281908563431,2,2478.17
2020-01-15 05:00:00,5,2,1,22.94294675729203,3,2972.33
2020-01-15 06:00:00,6,2,1,24.445260533453002,2,2673.56
2020-01-15 07:00:00,7,2,1,19.310761656190646,1,2314.19
2020-01-15 08:00:00,8,2,1,41.211552104810764,2,2978.72
2020-01-15 09:00:00,9,2,1,29.761356693435204,3,3195.35
2020-01-15 10:00:00,10,2,1,36.91983225651538,1,2632.2
2020-01-15 11:00:00,11,2,1,18.753088537699455,2,2560.42
2020-01-15 12:00:00,12,2,1,36.75544061677097,2,2946.29
2020-01-15 13:00:00,13,2,1,21.967520965088468,3,3015.29
2020-01-15 14:00:00,14,2,1,36.52000938092782,2,2889.58
2020-01-15 15:00:00,15,2,1,39.4022646112045,1,2680.91
2020-01-15 16:00:00,16,2,1,28.340092652803985,2,2708.08
2020-01-15 17:00:00,17,2,1,17.281510657875483,2,2486.21
2020-01-15 18:00:00,18,2,1,15.623030793932621,1,2212.57
2020-01-15 19:00:00,19,2,1,24.349953445854297,2,2790.79
2020-01-15 20:00:00,20,2,1,23.42656251847913,1,2411.24
2020-01-15 21:00:00,21,2,1,36.78275736853909,2,2951.17
2020-01-15 22:00:00,22,2,1,39.1571813668577,1,2617.66
2020-01-15 23:00:00,23,2,1,38.52033307344838,1,2662.33
2020-01-16 00:00:00,0,3,1,30.63205788666246,2,2839.99
2020-01-16 01:00:00,1,3,1,16.534583925618595,2,2552.96
2020-01-16 02:00:00,2,3,1,19.790167851837072,2,2566.5
2020-01-16 03:00:00,3,3,1,15.093975400744426,3,2797.47
2020-01-16 04:00:00,4,3,1,38.29273182892841,2,2863.06
2020-01-16 05:00:00,5,3,1,15.682708987933939,3,2805.85
2020-01-16 06:00:00,6,3,1,27.09735011631693,3,3070.35
2020-01-16 07:00:00,7,3,1,16.52428040697122,2,2592.81
2020-01-16 08:00:00,8,3,1,27.91295086025894,2,2736.57
2020-01-16 09:00:00,9,3,1,41.44443740764582,2,2987.24
2020-01-16 10:00:00,10,3,1,41.98536806319483,3,3298.45
2020-01-16 11:00:00,11,3,1,22.68740767623289,2,2578.76
2020-01-16 12:00:00,12,3,1,40.18265572139676,1,2662.2
2020-01-16 13:00:00,13,3,1,27.669063938042143,2,2762.25
2020-01-16 14:00:00,14,3,1,29.793967681919632,3,3175.32
2020-01-16 15:00:00,15,3,1,41.102989367202056,2,3078.92
2020-01-16 16:00:00,16,3,1,32.70099675115267,2,2884.94
2020-01-16 17:00:00,17,3,1,27.14874925555783,3,3110.7
2020-01-16 18:00:00,18,3,1,38.71788807483098,3,3228.36
2020-01-16 19:00:00,19,3,1,41.585292742323716,2,3086.22
2020-01-16 20:00:00,20,3,1,21.78677330820336,2,2663.14
2020-01-16 21:00:00,21,3,1,38.86750609679082,2,3019.73
2020-01-16 22:00:00,22,3,1,34.59949828582346,2,2824.88
2020-01-16 23:00:00,23,3,1,19.42850606923801,1,2241.35
2020-01-17 00:00:00,0,4,1,35.116706731914164,2,2937.77
2020-01-17 01:00:00,1,4,1,34.49192255840684,2,2887.7
2020-01-17 02:00:00,2,4,1,37.78290468442758,2,3022.76
2020-01-17 03:00:00,3,4,1,25.71575159403556,2,2658.81
2020-01-17 04:00:00,4,4,1,33.23345046415554,1,2466.45
2020-01-17 05:00:00,5,4,1,25.68983569782251,3,2991.71
2020-01-17 06:00:00,6,4,1,16.546949991360105,1,2216.82
2020-01-17 07:00:00,7,4,1,30.79171489589796,2,2791.3
2020-01-17 08:00:00,8,4,1,28.922129991811374,2,2770.02
2020-01-17 09:00:00,9,4,1,29.01756615508384,1,2447.57
2020-01-17 10:00:00,10,4,1,29.43768729816565,2,2877.33
2020-01-17 11:00:00,11,4,1,24.674174179819836,3,3015.28
2020-01-17 12:00:00,12,4,1,21.7065654515438,2,2685.86
2020-01-17 13:00:00,13,4,1,25.951404297855895,1,2423.53
2020-01-17 14:00:00,14,4,1,27.170859225039045,2,2718.2
2020-01-17 15:00:00,15,4,1,36.821034998313195,1,2666.32
2020-01-17 16:00:00,16,4,1,28.237847172557096,1,2503.5
2020-01-17 17:00:00,17,4,1,32.83873234992643,2,2866.35
2020-01-17 18:00:00,18,4,1,36.42575762933399,1,2609.21
2020-01-17 19:00:00,19,4,1,26.847847299797102,3,3027.39
2020-01-17 20:00:00,20,4,1,32.757058379801435,1,2560.79
2020-01-17 21:00:00,21,4,1,20.9684542844023,3,2988.82
2020-01-17 22:00:00,22,4,1,32.461203443554346,2,2801.44
2020-01-17 23:00:00,23,4,1,22.762532254154387,2,2621.57
2020-01-18 00:00:00,0,5,1,25.563600325532676,2,2745.93
